question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
179705366,"In a car, while you are stopped for a few minutes in traffic",,745268907,981441822
179827949,Educational topics on cancer,Nested,312845734,913318697
180097038,GitHub/Survey Version for LAW,,716117817,
180308733,When was the last time you smoked cannabis?,,965707586,
181005197,9-Seasonal State/Province - Follow-up,,716117817,216096388
181240315,"Whole grain foods (e.g., brown rice, whole grain pasta) or whole grain bread (1 cup or 1 slice)",Nested,515124081,916948380
181422361,Did your usual one-way trip to [insert address from CURWORK1 - CURWORK3/this address] from your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured.,,716117817,
181458564,Outgoing shipments comments,,520808137,
181737942,What is the primary site of your cancer diagnosis?,Multiple Choice with Text box (text in text box),242103797,176158861
181769837,Other |__|,Optional Select All that Apply,745268907,543780863
182144476,Employer Zip code,,716117817,596318751
182431332,"How many cigars, cigarillos, or little filtered cigars have you smoked in your entire life?",,965707586,
182449282,Post Pan Employer State/Province - Follow-Up,,716117817,986316055
182718292,Autogenerated date/time for Refused All future Connect Experience surveys,,861315814,
182786508,"Child 1- How old was [CHILD INITIALS OR NICKNAME/your CHILD] when they died?, Number","Text Box Plus Check Box, Loops",726699695,236590500
182827107,Downhill ski or snowboard,,745268907,517976064
183546626,"Age last used- During that time, how many days (1 to 30) did you use e-cigarettes or other vaping devices for nicotine or tobacco in a usual month?",,965707586,
183572295,Did you lose weight on purpose between ages 35 and 45?,Optional Multiple Choice,726699695,
183816760,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,716117817,304685106
184448791,"During the season[s] in the past 12 months that you played golf, about how often did you do this activity?",,745268907,
184451682,Date/Time blood order placed or urine order placed,,173836415,266600170
184513726,"Teeth-whiteners (strips, etc.)",Optional Select All that Apply,299215535,479143504
184681822,Seasonal Address 3- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,716117817,771505558
184692605,How old were you when you last used the other hormonal medications or devices?,,745268907,
185168695,Age started dabbing THC concentrates on a regular basis number,,965707586,742254559
185243482,Blood Location ID,,173836415,266600170
185323683,Geocode data batch ID,,218382402,
185533250,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,135529881
186488870,Riding as a passenger in a car for an hour without stopping,,745268907,981441822
186636914,"Did your usual one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home involve travel on a highway, parkway, freeway, or toll road? An example is pictured.",,716117817,
186831207,"How old were you when you last used medication to treat thinning hair or hair loss? If you are currently using medication to treat thinning hair or hair loss, enter your current age.",Or (xor=) Question (either/or text boxes without radio button),726699695,
187399900,Muscle Aches - Since beginning of 2020 COV23B,Grid with Multiple Choice Sub-Questions,299215535,857165713
187799450,Physical address state,,569151507,
187894482,Can we leave voicemail at this number?- Home,,569151507,
188067494,Laptop or desktop computer,Optional Select All that Apply,506648060,145727599
188797763,Outreach required for manual verification,,218595434,
190152384,Afghan,Optional Select All that Apply,726699695,351657815
190307069,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,190307069
190558406,WEIGHTHIS percent difference between 45 years old and 55 years old,,726699695,140418030
190721176,How old were you when you last used vaginal ring?,,745268907,
190883115,"Commute School Apartment, suite, unit, building, etc.",,716117817,914696832
191057574,At about what time did you last eat or drink anything other than water before donating your samples? Select your answer from the drop-down list below.,Special Functions,299215535,
191656389,"Muscle or joint pain, joint or bone injuries, sprains, or strains",,745268907,643807999
191667117,"No, I borrow a device from a friend, family member, or someone else",Optional Select All that Apply,506648060,210120853
192663941,3-Seasonal State/Province - Follow-up,,716117817,564684946
192776753,European,Optional Select All that Apply,726699695,797626610
193005138,to: Study/Twilio phone number that received the incoming SMS message,,666892582,
193077021,"In a usual week, about how often do you use tap water from your home to make a cup of coffee? We are interested in all tap water, whether or not it has been filtered or treated. Please describe [text box]",,716117817,961178879
194165243,"7-Previous Apartment, suite, unit, building, etc.",,716117817,539057792
194252513,Return Kit ID,,377669767,
194338739,3-Seasonal Full Street name,,716117817,143927994
194396716,WEIGHTHIS percent difference flag between 25 years old and 35 years old 5 percent decrease in weight,,726699695,901432525
194410742,Baseline blood sample,,861315814,685002411
194424439,Regular or extra strength aspirin (such as Bufferin or Anacin),,745268907,399982309
194486780,"The card version. This is a four digit numeric variable, being the year the card was sent. That way, as additional cards are sent out over the years, you can track which participants received which cards.",,981001113,359309143
194557808,How old were you when you first smoked a cigarette?,,965707586,
195068098,Current State/Province,,716117817,121490150
195093589,Father - another type of cancer: Please describe [text box],Optional Select All that Apply,726699695,173240848
195145666,Autogenerated date/time when mouthwash survey completed,,390351864,
195167143,Address 5- What year did you move into [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]?,,716117817,
195292223,My worries overwhelmed me,Nested,601305072,404946076
195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,195367894
195662769,"[W/When you were a shift worker, w]hat time [does/did] your usual work shift start?",,745268907,
195803565,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 6th Address:,Optional Multiple Choice,716117817,
195845897,1-Previous State/Province - Follow-up,,716117817,444145120
196038514,I am not interested,,883203566,706283025
196723965,DHQ3 at 6 months - Study ID,,497020618,
196856782,Physician or other health care staff,,214456996,142654897
196962759,I still spend time here,,716117817,975198123
197093427,Motorcycle commute from past work,,716117817,251048648
197309242,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many pipe fills of tobacco did you smoke per day?",,965707586,
197994844,First blood transfusion year,Or (xor=) Question (either/or text boxes without radio button),726699695,406011084
198133418,"Cigars, cigarillos, or little filtered cigars; some of the most popular brands include Macanudo, Romeo y Julieta, Black and Mild, Swisher Sweets, Prime Time, and Cheyenne. Please do not include blunts as we will be asking about cannabis (marijuana) use in a later section.",,965707586,947205597
198261154,Sent Clinical Urine accession ID,,173836415,266600170
